time,Ampl_1,Ampl_2,x0_1,x0_2,y_0,sigma_x,sigma_x_err,sigma_y,sigma_y_err,elipt,elipt_err,theta,theta_err,igrad,igrad_err
0.0,0.04057137279373792,0.048358320952192176,2029.298044209651,2062.3597852444345,2057.9526019947084,21.840431081675042,0.168871672938072,6.750890296100335,0.04740505705386546,0.8255784324155151,0.04493834474532568,0.7950860418108343,0.0037488196195407343,0.9808095574704777,0.003136987844808682
3.0,0.012583044997738508,0.016152808277294484,2027.8661707655788,2070.093650626069,2061.7490367724,18.327936150192023,0.15991047530733662,9.632970956296218,0.07789849190039581,0.5670980473141448,0.09814332748937346,0.8570245294958259,0.008398158813224366,0.8661083893123769,0.006795192681141253
9.0,0.0025173122127731054,0.004242790266892383,2031.4658381603476,2075.3378156644644,2065.1852573229244,16.24429518606697,0.18378898846786532,10.55174580417855,0.10963375140145924,0.4065327632380824,0.13738702433614206,1.046480689528174,0.017114924324879363,0.5783064806683922,0.012109588382167228
