time,qfit,Ampl_1,Ampl_2,x0_1,x0_2,y_0,sigma_x,sigma_x_err,sigma_y,sigma_y_err,elipt,elipt_err,theta,theta_err,igrad,igrad_err
0.0,49.20571988723522,0.14119057834031565,0.1562271744994422,2031.7513223071296,2064.0387734319797,2057.5488203873824,22.37710137673713,0.1614951261325898,6.550947136734047,0.04256862378066998,0.8421229026634791,0.04053961291493124,0.8063465056950688,0.0032673431345155556,0.9589570924441151,0.0027182645535917265
0.25,52.13547039240165,0.11682102465736587,0.12795310979711866,2031.1562047716739,2064.6719802035905,2058.119003101292,21.88230387028351,0.16550401198113018,6.989141139035947,0.0478040466522202,0.8148582972744816,0.04599819224169518,0.8133280737658919,0.0037869692002014325,0.9456441972700081,0.003139039164043126
0.5,54.73445420980411,0.09994334752910254,0.11096647739632047,2031.2133053244472,2065.647243234414,2058.6769686595185,21.56180603178534,0.16709438829987555,7.24340360170933,0.050815897397974895,0.7971817212956748,0.05046088410794069,0.819166220277963,0.004104335687057092,0.934645923827047,0.0033915588436097574
1.0,57.38436378988468,0.07864627922117749,0.08808083392857718,2031.4438825852415,2067.062609170238,2059.502387949548,21.02822952534354,0.1675432363879833,7.58832320528468,0.05485669484248937,0.7695629814788564,0.05748633160077883,0.8259457591328285,0.004583681709773537,0.9220238168527933,0.003773853901829033
2.5,60.388635582801776,0.04483794842683078,0.05135285334814682,2032.512389850817,2070.356347023054,2061.4700537993745,19.63433527920742,0.16177666877933042,8.341386500299771,0.06274803608025906,0.6942171299983034,0.07307902647873898,0.8470898796053685,0.005818478125000832,0.8836469418415662,0.004734706498760653
5.0,61.93109856595281,0.020676588936509636,0.025438303990205507,2034.1831411579496,2073.8576733208233,2063.72167464324,17.91424909300834,0.14485475938575731,9.0800406452861,0.06739637745616522,0.5912058033211499,0.08295258597631693,0.8886685048501874,0.007400216036002577,0.8121867218826867,0.005875818765137904
10.0,75.45995372207045,0.005469680283995611,0.008117773408251063,2036.6789007272007,2077.308662659043,2066.017668831481,16.072599059387134,0.13545580779838123,9.561848300135416,0.07421012475976395,0.4771864884399269,0.09119406522295607,0.9623915571287918,0.010391847259947266,0.6965470241815661,0.007856396008553554
15.0,213.34417550218282,0.0012559219089298445,0.003025915820015527,2037.8174043267213,2079.180050937273,2067.9795617162868,16.590391368662925,0.24015545060756746,9.576225002843547,0.12855568139589343,0.5001755437328305,0.15865426815684716,1.0713126008243958,0.01695512367002943,0.5456323246384505,0.011734273512688968
